C3666560    ,abelmoschus esculentus seed extract
C0936126    ,fenugreek seed meal
C1178580    ,fenugreek seed preparation
C4033449    ,"ferric acetate, basic"
C0060228    ,ferric ammonium citrate
C2828287    ,ferric ammonium ferrocyanide
C0991824    ,ferric cacodylate
C2001867    ,ferric carboxymaltose
C3848561    ,ferric cation
C0060229    ,ferric chloride
C0060231    ,ferric citrate
C1601139    ,ferric hexacyanoferrate
C0060236    ,ferric hydroxide
C0060238    ,ferric nitrate
C0060240    ,ferric oxide
C0772002    ,ferric oxide yellow
C0060243    ,ferric phosphate
C3486630    ,ferric picrate preparation
C0117541    ,ferric pyrophosphate
C0060245    ,ferric subsulfate solution
C0060246    ,ferric sulfate
C3256111    ,ferrosoferric oxide
C1950058    ,ferrosoferric phosphate
C3535637    ,ferrous arsenate
C0015888    ,ferrous ascorbate
C0771913    ,ferrous aspartate
C1725664    ,ferrous asparto glycinate
C1721498    ,ferrous bisglycinate
C4057784    ,ferrous bromide
C0770197    ,ferrous cacodylate
C0301499    ,ferrous carbonate
C3833356    ,ferrous cation
C0060275    ,ferrous chloride
C3818793    ,ferrous cysteine glycinate
C0072733    ,ferrous disulfide
C0060276    ,ferrous fumarate
C0060277    ,ferrous gluconate
C0357059    ,ferrous glycine sulfate
C2828269    ,ferrous iodide
C0528926    ,ferrous lactate
C0771447    ,ferrous oxalate
C0060279    ,ferrous oxide
C0359177    ,ferrous phosphate
C3857942    ,ferrous picrate
C0060281    ,ferrous succinate
C0060282    ,ferrous sulfate
C0060283    ,ferrous sulfide
C3256537    ,ferula assa-foetida root extract
C3555476    ,ferula assa-foetida whole extract
C3854003    ,ferula communis subsp. glauca extract
C3486609    ,ferula sumbul root extract
C4318649    ,festuca pratensis allergenic extract
C3643358    ,festuca pratensis top extract
C0376266    ,feverfew extract
C2587184    ,fibrinogen concentrate (human)
C1170748    ,fibrinolysis inhibitor
C0079349    ,fibroblast growth factor-1
C0064294    ,fibroblast growth factor 7
C3651770    ,ficus carica flower extract
C3667868    ,ficus carica leaf extract
C3530629    ,ficus carica whole extract
C4057781    ,ficus religiosa leafy twig extract
C2728175    ,fig allergenic extract
C3256615    ,filipendula ulmaria flower extract
C3257425    ,filipendula ulmaria leaf extract
C3257434    ,filipendula ulmaria root extract
C3473404    ,filipendula ulmaria whole extract
C0016157    ,fish oils
C2701327    ,fivehorn smotherweed pollen extract
C3811626    ,flathead sole preparation
C0015540    ,flavin-adenine dinucleotide
C0060435    ,flavodic acid
C2741523    ,flaxseed allergenic extract
C0995001    ,flaxseed extract
C3256677    ,flickingeria fimbriata stem extract
C3818757    ,florbetaben f-18
C2740802    ,flounder allergenic extract
C1311253    ,fluciclovine f-18
C0016282    ,flufenamic acid
C3535630    ,"fluke, unspecified preparation"
C0060508    ,fluocortin butyl ester
C0060524    ,fluorescein dilaurate
C0060549    ,fluorexon stain
C0677517    ,fluoride ion
C3848572    ,fluoride ion f-18
C0046056    ,fluorodeoxyglucose f18
C3642384    ,foeniculum vulgare leaf extract
C4535078    ,foeniculum vulgare var. vulgare whole extract
C3872018    ,foeniculum vulgare whole extract
C0016410    ,folic acid
C0733758    ,follicle stimulating hormone
C1268876    ,follitropin alfa
C0060787    ,follitropin beta
C3489069    ,fomitopsis pinicola fruiting body extract
C3282677    ,"foreskin fibroblast, neonatal"
C3282679    ,"foreskin keratinocyte, neonatal"
C3857960    ,formaldehyde-sodium naphthalenesulfonate copolymer (3000 mw)
C3859185    ,formaldehyde sulfoxylate
C0952248    ,"formaldehydesulfoxylate, monosodium salt"
C0016576    ,formic acid
C3256617    ,forsythia suspensa fruit extract
C3485010    ,forsythia suspensa whole extract
C4256814    ,fragaria vesca leaf extract
C3813322    ,fragaria vesca whole extract
C0016677    ,francisella tularensis
C3485069    ,frangula alnus bark extract
C3488058    ,frangula californica bark extract
C1110649    ,frangula preparation
C3486388    ,frangula purshiana bark extract
C3256678    ,frankincense extract
C3256619    ,frankincense oil
C3665154    ,frasera caroliniensis root extract
C3651782    ,fraxinus americana bark extract
C3465271    ,fraxinus excelsior bark extract
C3488252    ,fraxinus excelsior leaf extract
C3535650    ,freesia alba flower extract
C0981868    ,fremont cottonwood pollen extract
C3818714    ,fritillaria cirrhosa bulb extract
C3834051    ,fritillaria delavayi bulb extract
C3256620    ,fritillaria przewalskii bulb extract
C3486610    ,fucus serratus extract
C3484464    ,fucus vesiculosus extract
C0533363    ,fu ling
C0060814    ,fulvic acid
C4282133    ,fumaria officials whole extract
C3486690    ,fumaria officinalis flowering top extract
C3848607    ,fumaryl diketopiperazine
C0771402    ,fumitory extract
C4050018    ,furcellaria lumbricalis extract
C2920800    ,fusarium compactum extract
C2701609    ,fusarium extract
C0981884    ,fusarium oxysporum vasinfectum extract
C3848527    ,gadolinium cation (3+)
C0060937    ,gadolinium oxide
C0060934    ,gadopentetate dimeglumine
C0118538    ,gadoterate meglumine
C3256680    ,galangal oil
C4048739    ,galanthus nivalis extract
C3505265    ,galanthus nivalis seed extract
C2348724    ,galbanum oil
C4284895    ,galega officinalis extract
C3486693    ,galium aparine extract
C3709740    ,galium boreale leaf extract
C3488433    ,galium odoratum extract
C0016979    ,gallic acid
C0893383    ,gallium 67 citrate
C2700232    ,gallium cation
C0982172    ,"gallium chloride,ga-67"
C0061008    ,gallium nitrate
C3486694    ,galphimia glauca flowering top extract
C3535690    ,galphimia glauca whole extract
C2701470    ,gambels oak pollen extract
C4018614    ,gambir leaf extract
C0937623    ,gamma linoleic acid
C0937624    ,gamma linolenic oil
C3256916    ,ganoderma lucidum stem extract
C3486695    ,garcinia cambogia fruit extract
C0795610    ,garcinia cambogia preparation
C3555493    ,garcinia indica fruit extract
C3256917    ,garcinia indica seed butter extract
C4318198    ,garcinia mangostana bark extract
C4027191    ,garcinia mangostana fruit extract
C3504802    ,garcinia mangostana fruit rind extract
C3256681    ,garden cress sprout extract
C3642378    ,gardenia jasminoides flower extract
C2348735    ,gardenia jasminoides fruit extract
C3715225    ,gardenia jasminoides whole extract
C4046709    ,gardenian blue
C3834089    ,gardenia resinifera resin
C3256684    ,gardenia taitensis flower extract
C3256682    ,garden lady's mantle extract
C3651769    ,garden snail mucin preparation
C2740617    ,garlic allergenic extract
C1119842    ,garlic powder
C0885057    ,garlic preparation
C2741336    ,garrys oak pollen extract
C0017135    ,gastric mucins
C3505163    ,gaultheria procumbens leaf extract
C3488554    ,gaultheria procumbens top extract
C3531463    ,"gelatin hydrolysate (porcine skin, mw 3000)"
C4271485    ,gelatin type b bovine (160 bloom)
C4301887    ,gelatin type b bovine (200 bloom)
C4550695    ,gelatin type b bovine (230 bloom)
C3256685    ,gelidiella acerosa extract
C3665153    ,gelidium cartilagineum extract
C4048780    ,gelidium sesquipedale extract
C0061182    ,gellan gum (low acyl)
C0939802    ,gelsemium sempervirens preparation
C3486860    ,gelsemium sempervirens root extract
C3812144    ,gelsemium sempervirens whole extract
C1533699    ,gemtuzumab ozogamicin
C3818777    ,genipa americana fruit extract
C4019065    ,genista tinctoria extract
C4294484    ,gentiana cruciata root extract
C3255632    ,gentiana lutea root extract
C3256687    ,gentiana macrophylla root extract
C3855211    ,gentiana manshurica whole extract
C3505267    ,gentiana urnula flower extract
C3488968    ,gentianella amarella flower extract
C4082848    ,gentianella amarella whole extract
C4050415    ,gentianella quinquefolia extract
C1095903    ,gentian preparation
C4026951    ,"gentian, stemless, whole extract"
C0017440    ,gentian violet
C1509513    ,gentisic acid ethanolamide
C2726151    ,geotrichum candidum allergenic extract
C2348752    ,geranium extract
C3486704    ,geranium maculatum root extract
C3709471    ,geranium maculatum root oil
C3669245    ,geranium maculatum whole extract
C3488937    ,"geranium oil, algerian type"
C3486705    ,geranium robertianum extract
C3818819    ,geranium wilfordii top extract
C4080301    ,geranium wilfordii whole extract
C0971778    ,geranyl acetate
C2701384    ,german cockroach allergenic extract
C3848522    ,germanium cation (4+)
C3486606    ,germanium citrate lactate
C0061240    ,germanium dioxide
C3486578    ,germanium sesquioxide
C2702385    ,german wasp venom protein
C0017505    ,gestonorone caproate
C3275166    ,geum urbanum root extract
C2917638    ,giant puffball extract
C2701217    ,giant ragweed pollen extract
C4306700    ,giant scallop preparation
C2741034    ,giant wild rye pollen extract
C0017535    ,giardia lamblia
C4476028    ,gibberella zeae allergenic extract
C0580776    ,gila monster venom
C2740621    ,ginger allergenic extract
C0939895    ,ginger extract
C0453260    ,ginger root
C0772125    ,ginkgo biloba extract
C0872895    ,ginkgo biloba leaf extract
C4473522    ,ginkgo biloba root extract
C4056436    ,ginkgo biloba seed extract
C3500835    ,ginko biloba leaf oil
C1119918    ,ginseng preparation
C0873046    ,ginseng root
C4271493    ,glebionis coronaria whole extract
C2955005    ,glechoma hederacea extract
C3651709    ,glechoma hederacea flowering top extract
C3651746    ,glechoma longituba top extract
C3818687    ,glechoma longituba whole extract
C3256766    ,gleditsia sinensis fruit extract
C3692846    ,gleditsia sinensis whole extract
C3256767    ,glehnia littoralis root extract
C2726184    ,gliocladium allergenic extract
C4541349    ,globularia cordifolia whole extract
C0017735    ,glucose oxidase
C0537306    ,glucose pentaacetate
C1453100    ,glucosyl hesperidin
C3256769    ,glucosyl steviol
C0061516    ,glutathione disulfide
C0612777    ,glyceran polyricinoleic acid ester
C3499523    ,glycereth-17 cocoate
C3500340    ,glycereth-17 stearate
C3267653    ,glycereth-18 ethylhexanoate
C3255634    ,glycereth-2 cocoate
C3695967    ,glycereth-5 lactate
C3818704    ,glycereth-7 triacetate
C3537765    ,glycereth-7 trimethyl ether
C4522846    ,glycerol (1-(12-hydroxystearate))
C3256838    ,"glycerol 1,2-didocosanoate"
C4294488    ,"glycerol 1,3-dimethacrylate"
C4550927    ,glycerol ester of hydrogenated rosin
C0061559    ,glycerol formal
C3257696    ,"glyceryl 1,2-dioleate"
C3256408    ,"glyceryl 1,3-dioleate"
C3465015    ,glyceryl 1-adipate
C4530332    ,glyceryl 1-arachidonate
C3538176    ,"glyceryl 1-diacetyltartarate 2,3-stearate"
C4534743    ,glyceryl 1-laurate
C4530333    ,glyceryl 1-linolenate
C3256839    ,glyceryl 1-stearate
C4018135    ,glyceryl 1-undecylenate
C3268188    ,glyceryl abietate
C0044295    ,glyceryl arachidonate
C0253029    ,glyceryl behenate
C3496936    ,glyceryl behenate-eicosadioate
C1881893    ,glyceryl caprate
C1881892    ,glyceryl caprylate
C3499524    ,glyceryl caprylate-caprate
C3662999    ,glyceryl citrate
C3255591    ,glyceryl cocoate
C4080603    ,glyceryl diisostearate
C3256841    ,glyceryl dilaurate
C1962788    ,glyceryl distearate
C1576815    ,glyceryl isostearate
C1509379    ,glyceryl laurate
C3256842    ,glyceryl linoleate
C3255593    ,glyceryl linolenate
C3484367    ,glyceryl monobehenate
C0982180    ,glyceryl monolaurate
C4534996    ,glyceryl monooleate citrate
C4033426    ,glyceryl monoundecylenate
C3267302    ,glyceryl myristate
C3281528    ,glyceryl palmitate
C0071832    ,glyceryl palmitostearate
C3643653    ,glyceryl phosphate
C2697509    ,glyceryl ricinoleate
C4490693    ,glyceryl rosinate
C0982182    ,glyceryl stearate
C3255594    ,glyceryl stearate citrate
C1576805    ,glyceryl stearate se
C3555504    ,glyceryl tribehenate- isostearate- eicosandioate
C0639441    ,glycidyl acrylate
C0061590    ,glycidyl methacrylate
C3531210    ,glycine max whole extract
C2364933    ,glycine zinc chelate
C3651753    ,glycol cetearate
C1880991    ,glycol dimethacrylate
C0982183    ,glycol distearate
C3473982    ,glycol oleate
C3474160    ,glycol palmitate
C0061632    ,glycol salicylate
C0982185    ,glycol stearate
C4080645    ,glycol stearate se
C0017963    ,"glycoprotein hormones, alpha subunit"
C0017986    ,glycyrrhetinic acid
C4026320    ,glycyrrhiza echinata root extract
C2756786    ,glycyrrhiza glabra extract
C3499862    ,glycyrrhiza glabra leaf extract
C3818713    ,glycyrrhiza glabra whole extract
C3464315    ,glycyrrhiza inflata root extract
C3488981    ,glycyrrhiza uralensis extract
C3818712    ,glycyrrhiza uralensis whole extract
C0061751    ,glycyrrhizic acid
C2697513    ,"glycyrrhizin, ammoniated"
C3537723    ,"glycyrrhizin, ammoniated pentahydrate"
C3645199    ,glyoxal trimer
C2722038    ,goat milk allergenic extract
C3848549    ,gold cation (3+)
C4542115    ,golden chain pollen extract
C1337367    ,golden seal extract
C0939803    ,goldenseal extract
C0795616    ,golden seal root
C0937772    ,golden seal root extract
C0120077    ,gold keratinate
C3700881    ,gold monoiodide
C3848577    ,gold monosulfide
C0771999    ,gold tribromide
C3486635    ,gold trichloride
C3247243    ,gonadotropin releasing factor analog-diphtheria toxoid conjugate
C2955065    ,"gonadotropin releasing hormone, d-arg(6) ethyl amide acetate"
C3489150    ,gonorrheal urethral secretion human
C2725897    ,goose allergenic extract
C1445198    ,goose feather extract
C3487957    ,gossypium herbaceum root bark extract
C3883230    ,gossypium herbaceum seed resin
C3555531    ,gossypium herbaceum whole extract
C1095916    ,gotu kola extract
C0981888    ,grain mill dust allergenic extract
C2730119    ,grain moth extract
C2701396    ,grama grass pollen extract
C0795617    ,grape extract
C2740624    ,grapefruit allergenic extract
C0440280    ,grapefruit extract
C0452456    ,grapefruit juice
C3254749    ,grapefruit oil
C3256843    ,grapefruit peel extract
C0873113    ,grapefruit seed extract
C3256844    ,grapefruit seed oil
C0772453    ,grape seed
C0772454    ,grape seed extract
C0458160    ,grape seed oil
C0937626    ,grape seed proanthocyanidins
C3489124    ,gratiola officinalis extract
C2701380    ,gray birch pollen extract
C2701355    ,greasewood pollen extract
C0772316    ,greater celandine
C3256845    ,greater galangal extract
C2701600    ,green ash pollen extract
C2722040    ,green bell pepper allergenic extract
C3496075    ,green bell pepper extract
C2726152    ,green olive allergenic extract
C3538156    ,green peppercorn extract
C1704263    ,green tea extract
C0937627    ,green tea leaf extract
C4282654    ,grevillea buxifolia flower extract
C4019631    ,grevillea speciosa flower extract
C0873075    ,griffonia preparation
C3537693    ,grifola frondosa whole extract
C3486604    ,grindelia hirsutula flowering top extract
C3812145    ,grindelia hirsutula whole extract
C3644973    ,grindelia squarrosa flowering top extract
C3892846    ,grindelia squarrosa whole extract
C2739894    ,groundsel pollen extract
C0771574    ,guaiacol ethylglycolate
C0061930    ,guaiacolsulfonic acid
C3486605    ,guaiacum officinale resin
C3488210    ,guaiacum sanctum resin
C0772283    ,guarana preparation
C4519333    ,guaraprolose (1300 mpa.s at 1%)
C4294483    ,guarea guidonia bark extract
C0061996    ,guar gum
C3535918    ,guar hydroxypropyltrimonium (1.7 substituents per saccharide)
C3256914    ,guava extract
C4074328    ,guava juice
C3256915    ,guazuma ulmifolia leaf extract
C0937628    ,guggul lipids
C0061999    ,gugulu extract
C2702399    ,guinea pig hair extract
C2701482    ,guinea pig skin extract
C3857951    ,guizotia abyssinica seed oil
