cui,drug_name
C0011812    ,dextroamphetamine
C0011816    ,dextromethorphan
C0011817    ,dextromoramide
C0033493    ,dextropropoxyphene
C0719850    ,dextrostat
C0011824    ,dextrothyroxine
C1949137    ,dex-tuss
C0057626    ,dezocine
C0591356    ,df118
C0733797    ,dhe-45
C0011185    ,dhea
C2827134    ,di-(4-tert-butylcyclohexyl)peroxydicarbonate
C2963083    ,diabecline
C0700718    ,diabeta
C0591358    ,diabetamide
C0719864    ,diabetuss
C0591359    ,diabinese
C0057678    ,diacerein
C2241684    ,diacetazone
C0057678    ,diacetylrhein
C3693173    ,diaderm
C0591360    ,diagesil
C0591361    ,dialar
C0719866    ,dialose
C0728804    ,dialume
C0719868    ,dialyte
C0719870    ,diamode
C0011892    ,diamorphine
C0591362    ,diamox
C4033611    ,diapedic
C1161405    ,diaphine
C4541782    ,diaprex
C0719877    ,diaqua
C0719878    ,diaqua-2
C0719879    ,diar-aid
C1186842    ,diareze
C0113591    ,diasorb
C0719881    ,diastat
C1254315    ,diatensec
C0012004    ,diatrizoate
C0719851    ,di-atro
C1171420    ,dia-tuss
C0699188    ,diazemuls
C0012010    ,diazepam
C0057749    ,diazolidinylurea
C0012022    ,diazoxide
C0012024    ,dibekacin
C0719884    ,dibent
C0591366    ,dibenyline
C0012030    ,dibenzepin
C0701367    ,dibenzyline
C0729220    ,dibrom
C0719885    ,dibromm
C1630475    ,di-bromm
C0057799    ,dibrompropamidine
C0012050    ,dibucaine
C1321984    ,dibunate
C3645208    ,dibutyldithiocarbamate
C0719887    ,dical-d
C0719889    ,dicarbosil
C1724654    ,dicel
C0057827    ,dicetylphosphate
C0057831    ,dichloralphenazone
C0012066    ,dichloroacetate
C0301037    ,dichlorobenzene
C0117953    ,dichlorodifluoromethane
C0113723    ,dichlorofluoromethane
C0113723    ,dichloromonofluoromethane
C0012082    ,dichlorophen
C0443384    ,dichlorotetrafluoroethane
C0012086    ,dichlorphenamide
C0057874    ,diclazuril
C3556166    ,diclegis
C0012091    ,diclofenac
C1588482    ,diclofenal
C0012086    ,diclofenamide
C0591367    ,dicloflex
C0057834    ,dicloran
C0594021    ,diclotard
C1256601    ,diclovol
C0012093    ,dicloxacillin
C1615195    ,dicloxicillin
C0591371    ,diclozip
C0719891    ,dicomal-dh
C0719892    ,dicomal-ph
C2920855    ,dicopanol
C0005640    ,dicoumarol
C0005640    ,dicumarol
C1170218    ,dicyclocot
C0012125    ,dicyclomine
C0012125    ,dicycloverine
C1588632    ,dicylomine
C0701121    ,dicynone
C1949578    ,di-dak-sol
C0012133    ,didanosine
C0057899    ,didecyldimethylammonium
C0719852    ,di-delamine
C0795600    ,didesmethyltocotrienol
C1813629    ,didone
C0012139    ,didrex
C0591373    ,didronel
C0012145    ,dienestrol
C0057916    ,dienogest
C4293374    ,dierucoylphosphatidylcholine
C2699766    ,diethadione
C0057919    ,diethanolamine
C3645112    ,diethylaminoethyl-dextran
C4081231    ,diethylaminomethylcoumarin
C0012191    ,diethylcarbamazine
C0086154    ,diethyldithiocarbamate
C0012201    ,diethylpropion
C0012203    ,diethylstilbestrol
C0011134    ,diethyltoluamide
C0057977    ,difebarbamate
C0612470    ,difemerine
C0057981    ,difenoxin
C1322006    ,difetarsone
C0593946    ,differin
C1511108    ,difflam
C1602217    ,diffucaps
C3162854    ,dificid
C0304612    ,diflorasone
C0012446    ,diflubenzuron
C0699601    ,diflucan
C0012227    ,diflucortolone
C0012228    ,diflunisal
C0058004    ,difluprednate
C0719853    ,di-gel
C1656480    ,digex
C0687706    ,digibind
C1330202    ,digifab
C2946492    ,digiklenz
C0719900    ,digipepsin
C2946543    ,digisan
C0058012    ,digitalin
C0991820    ,"digitalis,powdered"
C0876017    ,digitek
C1703709    ,digiter
C0012258    ,digitoxin
C3256036    ,diglycerin
C3265713    ,digox
C0012265    ,digoxin
C0771461    ,dihexyverine
C0719901    ,dihistine
C0012271    ,dihydralazine
C0304432    ,dihydro-alpha-ergocryptine
C0304433    ,dihydro-beta-ergocryptine
C0058056    ,dihydrocodeine
C1330203    ,dihydro-cp
C0012288    ,dihydroergocornine
C0012289    ,dihydroergocristine
C0012290    ,dihydroergocryptine
C0012291    ,dihydroergotamine
C0012294    ,dihydroergotoxine
C1330193    ,dihydro-gp
C2742850    ,dihydromyrcenol
C0262967    ,dihydrostreptomycin
C0012319    ,dihydrotachysterol
C0012322    ,dihydroxyacetone
C3535821    ,dihydroxybenzoate
C3535891    ,dihydroxypropyltrimonium
C0012341    ,diiodohydroxyquinoline
C0771458    ,diisopromine
C0058156    ,diisopropanolamine
C0058163    ,diisopropylamine
C0771726    ,di-isopropylammonium
C2587066    ,dilacor
C0699512    ,dilantin
C0719905    ,dilantin-125
C0699421    ,dilatrate
C0305921    ,dilatrate-sr
C0728755    ,dilaudid
C0719906    ,dilaudid-5
C0719907    ,dilaudid-hp
C1602810    ,dilex
C0719908    ,dilex-g
C1588614    ,dilitiazem
C0719909    ,dilocaine
C0733907    ,dilor
C0719910    ,dilor-400
C0719911    ,dilor-g
C3474310    ,dilotab
C0206816    ,diloxanide
C1601858    ,dilt
C2587059    ,diltia
C0012373    ,diltiazem
C1601179    ,dilt-xr
C1702993    ,diltzac
C0719914    ,dimaphen
C0012381    ,dimenhydrinate
C0012383    ,dimercaprol
C3509937    ,dimercaptosuccinate
C0012385    ,dimetane
C0114064    ,dimetapp
C1113707    ,dimethicone
C0012390    ,dimethindene
C0392426    ,dimethoxanate
C0058243    ,dimethylacetamide
C0058246    ,dimethylamine
C0058252    ,dimethylamphetamine
C0058263    ,dimethyldodecylbenzylammonium
C1113707    ,dimeticone
C0012390    ,dimetindene
C0118092    ,dimetotiazine
C0012444    ,dimetridazole
C1588072    ,dimine
C0719933    ,dimotal
C1263591    ,dimyril
C0012456    ,dimyristoylphosphatidylcholine
C0058291    ,dimyristoylphosphatidylglycerol
C0012458    ,dinitolmide
C0012471    ,dinoprost
C0012472    ,dinoprostone
C0281581    ,dinutuximab
C0591385    ,diocaps
C0719934    ,diocto
C0719935    ,diocto-c
C0719938    ,dioctocal
C0719936    ,diocto-k
C0719939    ,dioctolose
C0719940    ,dioctosoftez
C0719941    ,dioctyl
C0719944    ,dioctyn
C0730869    ,dioderm
C0719945    ,dioeze
C0719946    ,dionex
C4056423    ,dioscoreinum
C4056423    ,dioscorine
C0114217    ,diosmetin
C0012498    ,diosmin
C0719949    ,diovan
C0058344    ,dioxybenzone
C0114238    ,dipentum
C0163518    ,diperodon
C0719951    ,diphedryl
C0301371    ,diphemanil
C0719952    ,diphen
C0719856    ,di-phen
C0719955    ,diphenadryl
C0719956    ,diphendryl
C0719957    ,diphenhist
C0012522    ,diphenhydramine
C0058371    ,diphenidol
C1813842    ,diphenmax
C0012525    ,diphenoxylate
C1630445    ,diphentann
C2979948    ,diphenyl
C0012528    ,diphenylamine
C0058383    ,diphenylguanidine
C0719959    ,diphenylin
C0058389    ,diphenylpyraline
C3531638    ,diphenyltrichloroethane
C0058410    ,dipipanone
C0058415    ,dipivefrin
C0058415    ,dipivefrine
C0678120    ,diprivan
C1588638    ,dipro
C0719961    ,diprolene
C0013360    ,diprophylline
C0058425    ,dipropizine
C0058426    ,dipropylacetamide
C0719963    ,diprosone
C0012582    ,dipyridamole
C0058435    ,dipyrithione
C0012586    ,dipyrone
C0719964    ,diquinol
C0058445    ,dirithromycin
C1958588    ,dirlotapide
C0699527    ,disadine
C3159918    ,disal
C0702072    ,disalcid
C1702774    ,discovisc
C0600283    ,disipal
C1813502    ,diskets
C0719965    ,disobrom
C0982128    ,disofenin
C0114362    ,disophrol
C0012702    ,disopyramide
C0719966    ,disotate
C1702911    ,dispas
C1330208    ,dispermox
C4520109    ,distearoylphosphatidylglycerol
C0058261    ,distearyldimonium
C0012757    ,distigmine
C0012772    ,disulfiram
C3693004    ,dithionate
C0003166    ,dithranol
C0730875    ,dithrocream
C0591395    ,ditropan
C0719969    ,ditussin-hc
C0700905    ,diucardin
C3538410    ,diupres
C1235655    ,diuresal
C0719972    ,diurese
C2926858    ,diurex
C0719974    ,diuril
C0719976    ,diutensen-r
C2365878    ,divaproex
C1949350    ,divigel
C0058515    ,divinylbenzene
C0719977    ,dixaphedrine
C0699879    ,dixarit
C0719978    ,dixlanta
C0719979    ,dizac
C1966549    ,dm-pe-chlor
C1616221    ,dnz-2
C0591397    ,doans
C0012963    ,dobutamine
C0012964    ,dobutrex
C0719986    ,docal
C3154518    ,docefrez
C0246415    ,docetaxel
C2348308    ,doconexent
C0000464    ,docosahexaenoate
C0075770    ,docosanol
C0719984    ,doc-q-lace
C0719985    ,doc-q-lax
C0719987    ,doctar
C0719988    ,docu
C0719991    ,docucal
C0719992    ,docucal-p
C1645653    ,doculase
C0719993    ,doculax
C1692318    ,docusate
C2926862    ,docusil
C0719998    ,docusoft-s
C0732156    ,docusol
C3535897    ,dodecahydroxycyclohexane
C3537764    ,dodecamethylpentasiloxane
C0023142    ,dodecanol
C3864852    ,dodecene
C3645277    ,"dodecyl-2-n,n-dimethylaminopropionate"
C0058634    ,dodecylamine
C3535835    ,dodecylbenzenesulfonate
C0058646    ,dodicin
C0114771    ,dofetilide
C1588655    ,dofscort
C1601147    ,dofsol-a
C2978364    ,dofus
C0701138    ,dogmatil
C0720001    ,doksake
C0720003    ,dolacet
C0720004    ,dolagesic
C0209210    ,dolasetron
C0720005    ,dolgesic
C0720006    ,dolgic
C0720007    ,dolmar
C0699201    ,dolobid
C4529871    ,dolofin
C3195080    ,dologen
C1601762    ,dologesic
C0058676    ,dolomite
C0720008    ,dolono
C0699057    ,dolophine
C0720010    ,dolorac
C3666367    ,doloracin
C0720012    ,dolotic
C0591400    ,doloxene
C0720013    ,dolsed
C3253985    ,dolutegravir
C0699643    ,domeboro
C1262703    ,dome-cort
C0591402    ,domical
C0058677    ,domiphen
C1724730    ,domitor
C0729121    ,domoso
C0013015    ,domperidone
C0527316    ,donepezil
C0305973    ,donnagel
C0720018    ,donnamar
C0720019    ,donnaphen
C0720020    ,donnapine
C0378883    ,donnatal
C0720021    ,donnazyme
C0013030    ,dopamine
C0720022    ,dopar
C0058702    ,dopexamine
C0699979    ,dopram
C0308865    ,dopram-v
C0720023    ,doral
C0591405    ,doralese
C3254841    ,dorama-neo
C0248572    ,doramectin
C3662988    ,dorflex
C1967545    ,doribax
C0389169    ,doripenem
C0701996    ,dormin
C1171422    ,dormonoct
C0308866    ,dormosedan
C0720025    ,doryx
C0165590    ,dorzolamide
C0720026    ,dosaflex
C0720027    ,doss-relief
C0526034    ,dostinex
C0013065    ,dosulepin
C4256789    ,dotatate
C0591406    ,dothapax
C0013065    ,dothiepin
C1509132    ,douche
C1590152    ,dovaril
C0720029    ,dovonex
C0058716    ,doxacurium
C1601830    ,doxal
C0013084    ,doxapram
C1171493    ,doxatet
C0114873    ,doxazosin
C0013085    ,doxepin
C0043668    ,doxercalciferol
C0604968    ,doxidan
C0279284    ,doxil
C0013089    ,doxorubicin
C1589557    ,doxy
C0720032    ,doxy-caps
C1601844    ,doxycline
C0013090    ,doxycycline
C1601677    ,doxycyline
C0720033    ,doxy-d
C0013092    ,doxylamine
C0591408    ,doxylar
C2370150    ,doxytex
C1171426    ,dozine
C0719619    ,d-pan
C1949185    ,d-phen
C0591410    ,dramamine
C0720037    ,dramoject
C3497411    ,draxxin
C2726954    ,drexophed
C0720039    ,dri-ear
C0720040    ,driminate
C0305997    ,drisdol
C0591411    ,dristan
C2729923    ,dritail
C0306004    ,drithocreme
C0306003    ,dritho-scalp
C0720047    ,drixomed
C0058751    ,drixoral
C0876021    ,drize
C1330227    ,drocon-cs
C0910661    ,drometrizole
C1171506    ,dromoran
C0058753    ,dromostanolone
C0039663    ,dronabinol
C0702015    ,droncit
C0766326    ,dronedarone
C2730082    ,drontal
C0013136    ,droperidol
C0058425    ,dropropizine
C0043822    ,drospirenone
C0058762    ,drotaverin
C0058762    ,drotaverine
C0720054    ,drotic
C3819138    ,drowz-away
C0720055    ,droxia
C0058765    ,droxicam
C0000378    ,droxidopa
C2740902    ,drymax
C1628276    ,dryphen
C0591414    ,dryptal
C0306011    ,drysol
C1170231    ,dryvax
C2241225    ,d-tab
C0719616    ,d-tal
C1589227    ,d-tann
C3556161    ,d-thrush
C0699717    ,dtic-dome
C1109120    ,d-transallethrin
C1170198    ,duac
C3692336    ,duavee
C1735398    ,duetact
C3160250    ,duexis
C3179549    ,dulaglutide
C4271573    ,dulcoease
C3819082    ,dulcogas
C0720060    ,dulcogen
C0591416    ,dulcolax
C2926867    ,duleek-dp
C2927154    ,dulera
C0245561    ,duloxetine
C1588008    ,duocaine
C4018745    ,duocare
C0306014    ,duocet
C0720061    ,duo-cyp
C1870429    ,duodote
C1450004    ,duofem
C0115125    ,duofilm
C0733685    ,duogastrone
C0720063    ,duogesic
C2343550    ,duohist
C1613565    ,duomax
C0720062    ,duo-medihaler
C0720065    ,duomine
C0939692    ,duoneb
C3872091    ,duopa
C0306022    ,duoplant
C1589412    ,duo-span
C1170237    ,duotan
C3538402    ,duo-vil
C0591418    ,duphalac
C0591419    ,duphaston
C3660996    ,dupilumab
C2341075    ,dupivacaine
C4325130    ,dupixent
C1590501    ,durabac
C0115134    ,durabolin
C0720078    ,duraclon
C0720067    ,duract
C1588644    ,durad
C1615804    ,duradex
C0720081    ,duradrin
C0720068    ,dura-dumone
C0720069    ,dura-estrin
C1170238    ,durafed
C0908264    ,duraflor
C0720083    ,duragal-s
C0720084    ,duraganidin
C0720086    ,duragen
C0591423    ,duragesic
C0720087    ,duralex
C0720088    ,duralone
C0720089    ,duralutin
C3665231    ,duramectin
C0700787    ,duramorph
C0733378    ,duranest
C0720092    ,duranest-mpf
C0720093    ,duranest-mpf-epinephrine
C0115137    ,durapatite
C3643646    ,duraphen
C1871487    ,duraprep
C2725040    ,durasal
C1724581    ,duratan
C0720095    ,duratest
C0720096    ,duratestrin
C1529027    ,durathate
C0720100    ,duratuss
C0720074    ,dura-vent
C2979336    ,duraxin
C2356029    ,durezol
C0701890    ,duricef
C4051095    ,durlaza
C0013326    ,duromine
C1171499    ,duromorph
C1262623    ,durophet
C4055109    ,durvalumab
C0754659    ,dutasteride
C3264879    ,dutoprol
C0013333    ,duvadilan
C0720104    ,duvoid
C4522852    ,duzallo
C0719617    ,d-val
C0719618    ,d-vert
C2724528    ,d-vi-sol
C4058335    ,dyanavel
C0058829    ,dyazide
C0720106    ,dycill
C0720107    ,dyclone
C0058831    ,dyclonine
C0013340    ,dydrogesterone
C0720109    ,dyflex-g
C0720105    ,dy-g
C1590534    ,dygase
C0720111    ,dylix
C4018200    ,dyloject
C0733364    ,dymelor
C0720112    ,dymenate
C3473071    ,dymista
C0285616    ,dynabac
C0720114    ,dynacin
C0813618    ,dynacirc
C1601167    ,dynafed
C2948035    ,dynafreeze
C0720113    ,dyna-hex
C1170240    ,dynahist
C0013350    ,dynapen
C2948803    ,dynashield
C1588966    ,dynaxin
C0939329    ,dynex
C0013360    ,dyphylline
C0720117    ,dyphyllin-gg
C1637305    ,dyphysin
C0700653    ,dyrenium
C0591425    ,dysman
C0591426    ,dyspamet
C0591427    ,dysport
C0013407    ,dysprosium
C1170241    ,dytan
C1815307    ,dytan-at
C1965371    ,dytan-cd
C1330238    ,dytan-cs
C1330239    ,dytan-d
C1631105    ,dytan-hc
C0720119    ,dytuss
C0720137    ,ear-dry
C0720138    ,ear-eze
C1170245    ,ear-gesic
C3643621    ,earoxide
C0720139    ,earsol-hc
C3265666    ,easotic
C0699264    ,easprin
C0058895    ,ebastine
C0591431    ,ebufac
C1722685    ,ecallantide
C1721194    ,ecamsule
C0301366    ,echothiophate
C1635043    ,echotuss-hc
C2946092    ,ecocare
C2963089    ,ecoderm
C2917002    ,eco-gard
C0013547    ,econazole
C1813547    ,econochlor
C0591432    ,economycin
C0720140    ,econopred
C1256257    ,econosone
C3883383    ,econtra
C0594228    ,ecopace
C2917710    ,eco-plus
C2946547    ,ecosave
C2917006    ,eco-soft
C0591433    ,ecostatin
C0301366    ,ecothiopate
C0699274    ,ecotrin
C3692779    ,ecoza
C2926871    ,ecpirin
C0164311    ,ectoine
C1541483    ,eculizumab
C3249661    ,eczemin
C0720149    ,ed-apap
C0070694    ,edaravone
C2979837    ,edarbi
C3264880    ,edarbyclor
C0591434    ,edecrin
C3495351    ,edetate
C0043684    ,edetol
C0593527    ,edex
C0720151    ,ed-in-sol
C2718745    ,edluar
C0720152    ,ed-mycin
C2975435    ,edoxaban
C0115510    ,edoxudine
C0279218    ,edrecolomab
C0594868    ,edronax
C0013615    ,edrophonium
C0720153    ,ed-tlc
C3154706    ,edurant
C3692765    ,edx-1000
C3692770    ,edx-102
C3692341    ,edx-502
C1703816    ,eemt
C2722229    ,e.e.s.
C0720129    ,e.e.s.-200
C0720130    ,e.e.s.-400
C0939466    ,eescula
C0730843    ,efalith
C1174995    ,efalizumab
C0591435    ,efamast
C0720157    ,efasin
C0720159    ,efasin-hd
C0674428    ,efavirenz
C0730844    ,efcortelan
C0591436    ,efcortesol
C3819051    ,effercept
C0720162    ,effer-k
C0591437    ,effexor
C2718746    ,effient
C0720166    ,efidac
C3273754    ,efinaconazole
C0720168    ,eflone
C0002260    ,eflornithine
C0058961    ,efloxate
C0720169    ,efodine
C0699372    ,efudex
C3819105    ,e-gems
C2961776    ,egrifta
C1370123    ,eicosapentaenoate
C0720170    ,ela-max
C0590688    ,elantan
C2346466    ,elaprase
C1314806    ,elase
C0013765    ,elastin
C0087119    ,elavil
C4080052    ,elbasvir
C0306054    ,eldepryl
C0306056    ,eldertonic
C0591439    ,eldisine
C0720172    ,eldopaque
C0720174    ,eldoquin
C3473073    ,elelyso
C3892966    ,elepsia
C1321612    ,elestat
C1948856    ,elestrin
C0759933    ,eletriptan
C0971833    ,elidel
C1170247    ,eligard
C3272698    ,eliglustat
C0720177    ,elimite
C2586872    ,eliphos
C3530466    ,eliquis
C1170248    ,elitek
C2355747    ,elixiophyllin
C0678430    ,elixir
C0720178    ,elixiral
C0700831    ,elixophyllin
C0720179    ,elixophyllin-gg
C2927379    ,ella
C0701345    ,ellence
C0592531    ,elleste-solo
C3505154    ,ellura
C0600293    ,elmiron
C0720180    ,elocon
C3834220    ,eloctate
C1832049    ,elotuzumab
C1135117    ,eloxatin
C3819104    ,eloxiject
C4224856    ,eloxioral
C0699262    ,elspar
C1831905    ,eltrombopag
C0591440    ,eltroxin
C1589268    ,eluant
C3712232    ,eluxadoline
C2606637    ,elvitegravir
C0299019    ,elyzol
C0720184    ,emadine
C0720185    ,emagrin
C2719312    ,embeda
C0059052    ,embelin
C1330246    ,embeline
C0591441    ,emblon
C0591442    ,emcor
C0013953    ,emcyt
C0064263    ,emedastine
C1175300    ,emend
C0013954    ,emepronium
C2946710    ,emerita
C0720189    ,emersal
C0591444    ,emeside
C0013974    ,emetine
C0306071    ,emetrol
C0730854    ,emfib
C4306804    ,emflaza
C0591445    ,emflex
C0720190    ,emgel
C4278463    ,emicizumab
